w_velocity,w_safety,w_comfort,total_energy,energy_per_km,rms_jerk,min_thw,avg_velocity,collision
0.05,0.05,0.9,1750.201936739653,110.01612193738264,0.01045122937031364,6.375043869018555,20.794187545776367,False
0.05,0.135,0.815,1799.1409345324837,112.32174314352305,0.08037992769057561,1.5455892086029053,20.93685531616211,False
0.05,0.22,0.73,1816.9452273136494,113.46009711588914,0.06961613885212059,1.9424337148666382,20.931907653808594,False
0.05,0.305,0.645,1809.186523792577,112.97975886538924,0.050327771881648796,2.0204474925994873,20.931135177612305,False
0.05,0.39,0.56,1802.414831153975,112.55901309923237,0.03962380343690703,2.0435256958007812,20.930740356445312,False
0.05,0.475,0.475,1798.2038604904947,112.29731288674957,0.039073907051489117,2.0554018020629883,20.930505752563477,False
0.05,0.56,0.39,1795.2191562139255,112.11172020510595,0.044732152087633016,2.0679471492767334,20.930355072021484,False
0.05,0.645,0.305,1794.025105700404,112.03791224431701,0.05896661766363899,2.083852529525757,20.930212020874023,False
0.05,0.73,0.22,1792.8313117532718,111.96439937550974,0.0792601191755373,2.094650983810425,20.930017471313477,False
0.05,0.815,0.135,1790.6512136195015,111.83004801602819,0.11216042216511837,2.111816883087158,20.9296817779541,False
0.05,0.9,0.05,1787.2095327960624,111.62453480835168,0.0701899724016726,2.085693120956421,20.927915573120117,False
0.135,0.05,0.815,1718.318025135054,108.30672130595201,0.025036278111620933,5.79833459854126,20.737590789794922,False
0.135,0.135,0.73,1756.3737533945075,109.71236037861034,0.057058921663425834,1.8331753015518188,20.925291061401367,False
0.135,0.22,0.645,1777.9146638477316,111.02278667461174,0.06386190821143845,2.0501444339752197,20.93191146850586,False
0.135,0.305,0.56,1784.8673842822109,111.46144001440659,0.061605834346362805,2.10312557220459,20.93107032775879,False
0.135,0.39,0.475,1786.2741148826462,111.55134702890236,0.06540906597922584,2.1082003116607666,20.93068504333496,False
0.135,0.475,0.39,1787.069959736427,111.6022565662934,0.07414692865452413,2.111088514328003,20.930458068847656,False
0.135,0.56,0.305,1788.0779660093497,111.666057670871,0.087776560818016,2.1151559352874756,20.930295944213867,False
0.135,0.645,0.22,1788.6924217864798,111.70553501407888,0.1093250328935542,2.114036798477173,20.930089950561523,False
0.135,0.73,0.135,1788.4048516234288,111.69006384125144,0.1042491121719704,2.091313123703003,20.929622650146484,False
0.135,0.815,0.05,1786.79113994468,111.59924062157663,0.08377496962546148,2.0660386085510254,20.927757263183594,False
0.22,0.05,0.73,1705.957957041987,107.80301766605706,0.0424460824298386,2.333984613418579,20.684619903564453,False
0.22,0.135,0.645,1746.8368062241088,109.29874114733808,0.05313012709974833,2.6349713802337646,20.89042854309082,False
0.22,0.22,0.56,1760.3974859775503,109.95848980579387,0.07315648243292128,2.1467738151550293,20.92628288269043,False
0.22,0.305,0.475,1774.8708009751958,110.84310108688865,0.08444919887418738,2.1205947399139404,20.929948806762695,False
0.22,0.39,0.39,1780.7782368453625,111.21108796766316,0.09400702982879082,2.1161227226257324,20.930126190185547,False
0.22,0.475,0.305,1783.7427826389794,111.39700920569587,0.1086432252112686,2.107206344604492,20.92997932434082,False
0.22,0.56,0.22,1785.3118533402703,111.49688558645887,0.11532868361598585,2.0915110111236572,20.92962646484375,False
0.22,0.645,0.135,1785.893620170383,111.53809432918058,0.08822482533827383,2.07399320602417,20.9287109375,False
0.22,0.73,0.05,1785.3377826714323,111.51587986866343,0.09439247561757033,2.0604941844940186,20.92636489868164,False
0.305,0.05,0.645,1701.66404497607,107.72185434755491,0.06296879764739052,1.6702460050582886,20.648103713989258,False
0.305,0.135,0.56,1744.9575140809281,109.32644863593372,0.07662136316523349,2.110938310623169,20.86266326904297,False
0.305,0.22,0.475,1758.5666559790513,109.94912084147808,0.08968989835919661,2.1101081371307373,20.906301498413086,False
0.305,0.305,0.39,1769.7036787558675,110.56793948084287,0.10657819953349873,2.1027512550354004,20.92095375061035,False
0.305,0.39,0.305,1777.219329282563,111.0142071426431,0.11955215505568827,2.091176748275757,20.925344467163086,False
0.305,0.475,0.22,1780.8461113430724,111.23680508424067,0.10927878823978583,2.078091621398926,20.92608642578125,False
0.305,0.56,0.135,1782.682502410406,111.35558427711334,0.08296361356871872,2.068420171737671,20.92531967163086,False
0.305,0.645,0.05,1783.295260727392,111.40437258161734,0.09802840827672776,2.0582096576690674,20.9233455657959,False
0.39,0.05,0.56,1701.7824653351156,107.84586788290966,0.08397208390898019,1.2017016410827637,20.625795364379883,False
0.39,0.135,0.475,1744.738218177185,109.42861532365914,0.10018012856425056,2.097907304763794,20.840566635131836,False
0.39,0.22,0.39,1758.0055819647362,110.002659723646,0.1150558852234539,2.0900802612304688,20.88945960998535,False
0.39,0.305,0.305,1766.955734823367,110.46933489757977,0.11492272279163464,2.0803921222686768,20.907114028930664,False
0.39,0.39,0.22,1774.730352977321,110.91603250580181,0.09696158852237732,2.0717785358428955,20.914531707763672,False
0.39,0.475,0.135,1778.5234877105904,111.13761980003993,0.08663763222169754,2.065034866333008,20.917444229125977,False
0.39,0.56,0.05,1780.6174440870084,111.26470217667452,0.10023595673220678,2.0565671920776367,20.918153762817383,False
0.475,0.05,0.475,1702.9282193375163,107.98146614749132,0.10689515436866168,0.8275435566902161,20.6137638092041,False
0.475,0.135,0.39,1744.2774645215782,109.49412464583995,0.11283822505597223,2.0798776149749756,20.82259750366211,False
0.475,0.22,0.305,1757.726012461849,110.05495800981777,0.10766411488010172,2.073504686355591,20.87621307373047,False
0.475,0.305,0.22,1766.109860373289,110.47251749629696,0.08847844733424558,2.0681235790252686,20.896503448486328,False
0.475,0.39,0.135,1773.1736117152534,110.86461137004662,0.09050162925010635,2.0622453689575195,20.905879974365234,False
0.475,0.475,0.05,1777.1996868351432,111.08966020342815,0.10177653297864482,2.0547475814819336,20.910900115966797,False
0.56,0.05,0.39,1704.353880639517,108.09712462199838,0.10713512422047226,0.580642580986023,20.608945846557617,False
0.56,0.135,0.305,1743.7800665026837,109.53772251279122,0.09625100134199087,2.0518054962158203,20.808374404907227,False
0.56,0.22,0.22,1757.6796370570055,110.10683435092794,0.08318125320499918,2.0650131702423096,20.865825653076172,False
0.56,0.305,0.135,1766.2369143145022,110.52116997926235,0.09234789127497253,2.060655355453491,20.888805389404297,False
0.56,0.39,0.05,1772.8750174862082,110.87223407268972,0.1036507840812147,2.053166151046753,20.900922775268555,False
0.645,0.05,0.305,9.901149712726962,233.88720944033284,0.6725900491587244,0.5358962416648865,4.2121405601501465,False
0.645,0.135,0.22,1743.8731455314148,109.59769608108581,0.0804566905200228,1.94121515750885,20.798097610473633,False
0.645,0.22,0.135,1758.2941495672844,110.18187496543804,0.09296472929888282,2.0590927600860596,20.858905792236328,False
0.645,0.305,0.05,1767.2890249444981,110.60188866502111,0.10493386962535226,2.051666736602783,20.885995864868164,False
0.73,0.05,0.22,10.120916983451204,243.50193744723106,0.588583092014774,0.5272564888000488,4.241123199462891,False
0.73,0.135,0.135,1745.1595590985162,109.70263492326411,0.09156642408617943,1.843559980392456,20.79353141784668,False
0.73,0.22,0.05,1761.1716457998425,110.3593414773413,0.10556594972259699,2.049980878829956,20.85944366455078,False
